,Bus_Station_Name,Location,Postcode
8630,Ellscott Bvd/Donnybrook Rd (Mickleham),"-37.535061, 144.897568",3064
8631,St Georges Bvd/Donnybrook Rd (Mickleham),"-37.535692, 144.906219",3064
8632,Harfield Ave/Donnybrook Rd (Mickleham),"-37.535929, 144.904855",3064
8633,Polaris Rd/Donnybrook Rd (Mickleham),"-37.539294, 144.938294",3064
8634,St Annes Catholic PS/Brunel Rd (Seaford),"-38.105978, 145.140213",3198
8635,East Rd/Brunel Rd (Seaford),"-38.104396, 145.140481",3198
8636,Pascal Rd/Brunel Rd (Seaford),"-38.100725, 145.144839",3198
8637,Stephenson Rd/Brunel Rd (Seaford),"-38.101346, 145.151084",3198
8638,Curie Ct/Stephenson Rd (Seaford),"-38.10004, 145.151721",3198
8639,Latchford Dr/Alexo Rd (Mickleham),"-37.539878, 144.901904",3064
8640,Latchford Dr/Alexo Rd (Mickleham),"-37.539779, 144.902404",3064
8641,Craigieburn Central SC/Central Park Ave (Craigieburn),"-37.590921, 144.916077",3064
8642,Craigieburn Central SC/Central Park Ave (Craigieburn),"-37.590687, 144.916084",3064
8643,Merrifield Bvd/Donnybrook Rd (Mickleham),"-37.537547, 144.917847",3064
8644,Merrifield Bvd/Donnybrook Rd (Mickleham),"-37.537199, 144.919566",3064
8645,Laurel St/Tyler St (Preston),"-37.732591, 145.028304",3072
8646,Preston North East PS/Laurel St (Preston),"-37.734247, 145.028748",3081
8647,Wood St/Laurel St (Preston),"-37.735644, 145.028745",3081
8648,Acacia Cres/Gladesville Bvd (Patterson Lakes),"-38.074939, 145.145149",3197
8649,Eaststone Ave/Edgars Rd (Wollert),"-37.618252, 145.004557",3750
8650,Steen Ave/Edgars Rd (Wollert),"-37.613818, 145.005604",3750
8651,Steen Ave/Edgars Rd (Wollert),"-37.61401, 145.005758",3750
8652,Edgars Creek Secondary College/Edgars Rd (Wollert),"-37.609684, 145.006281",3750
8653,Edgars Creek Secondary College/Edgars Rd (Wollert),"-37.609589, 145.00651",3750
8654,Clematis Ct/Gladesville Bvd (Patterson Lakes),"-38.07713, 145.144706",3197
8655,Ocean Reef Dr/Gladesville Bvd (Patterson Lakes),"-38.078506, 145.143919",3197
8656,Plover Ct/Gladesville Bvd (Patterson Lakes),"-38.07905, 145.140154",3197
8657,9 Palm Beach Dr (Patterson Lakes),"-38.078847, 145.136978",3197
8658,Palm Beach Dr/Myola St (Patterson Lakes),"-38.07759, 145.135049",3197
8659,16 Myola St (Patterson Lakes),"-38.074191, 145.133791",3197
8660,Graham Rd/McLeod Rd (Carrum),"-38.07359, 145.130568",3197
8661,Tennyson St/McLeod Rd (Carrum),"-38.074801, 145.127402",3197
8662,Thelma St/Whatley St (Carrum),"-38.079124, 145.129504",3197
8663,Cornelius St/Heatherton Rd (Dandenong),"-37.971449, 145.226375",3802
8664,Ingrid St/Heatherton Rd (Dandenong),"-37.970922, 145.221925",3177
8665,Dandenong Oasis/Heatherton Rd (Dandenong),"-37.970549, 145.218724",3177
8666,Simpson Dr/Heatherton Rd (Dandenong),"-37.970444, 145.21892",3177
8667,Ingrid St/Heatherton Rd (Dandenong),"-37.970733, 145.221383",3177
8668,Khalil Ave/Heatherton Rd (Dandenong),"-37.971246, 145.226687",3802
8669,Lachlan Dr/Scotsburn Way (Endeavour Hills),"-37.972921, 145.2622",3802
8670,Monteith Cres/Scotsburn Way (Endeavour Hills),"-37.971628, 145.266192",3802
8671,Crossdale Rise/Scotsburn Way (Endeavour Hills),"-37.971774, 145.266303",3802
8672,Barry Simon Reserve/Gleneagles Dr (Endeavour Hills),"-37.966729, 145.265226",3802
8673,Kemp St/Whatley St (Carrum),"-38.081227, 145.1314",3197
8674,Barry Simon Reserve/Gleneagles Dr (Endeavour Hills),"-37.966752, 145.26559",3802
8675,Struan Ave/Shetland St (Endeavour Hills),"-37.962689, 145.269909",3802
8676,Ben Cl/Shetland St (Endeavour Hills),"-37.964619, 145.271901",3802
8677,Skipton Pl/Gleneagles St (Endeavour Hills),"-37.967774, 145.277428",3802
8678,Steeple Pl/Gleneagles Dr (Endeavour Hills),"-37.967888, 145.27722",3802
8679,Hallam North Rd/Gleneagles Dr (Endeavour Hills),"-37.969336, 145.280135",3802
8680,Sulky Ct/Gleneagles Dr (Endeavour Hills),"-37.968953, 145.27921",3802
8681,Casey Seventh-day Adventist Church/Reema Bvd (Endeavour Hills),"-37.972019, 145.278683",3802
8682,Brando Ct/Reema Bvd (Endeavour Hills),"-37.9741, 145.277416",3802
8683,Brando Ct/Reema Bvd (Endeavour Hills),"-37.974498, 145.27694",3802
8684,Epping Recreation Reserve/High St (Epping),"-37.639251, 145.026548",3076
8685,Eel Race Rd/Whatley St (Carrum),"-38.083111, 145.133108",3197
8686,Gleneagles Sec Col/Reema Bvd (Endeavour Hills),"-37.974446, 145.273959",3802
8687,Chantell Avenue Reserve/Chantell Ave (Endeavour Hills),"-37.973111, 145.270848",3802
8688,Thomas Mitchell Dr/Conran Ave (Endeavour Hills),"-37.982759, 145.273673",3803
8689,Thomas Mitchell Dr/Conran Ave (Endeavour Hills),"-37.982597, 145.273654",3803
8690,Forrest Ct/James Cook Dr (Endeavour Hills),"-37.986104, 145.274995",3803
8691,James Cook Dr/David Collins Dr (Endeavour Hills),"-37.986918, 145.273336",3803
8692,Paran Cl/David Collins Dr (Endeavour Hills),"-37.988896, 145.273051",3803
8693,Paran Cl/David Collins Dr (Endeavour Hills),"-37.988903, 145.272903",3803
8694,Edward Freeth Dr/David Collins Dr (Endeavour Hills),"-37.99104, 145.271725",3803
8695,56 Church Rd (Carrum),"-38.081966, 145.130264",3197
8696,George Bass Ave/David Collins Dr (Endeavour Hills),"-37.990877, 145.271695",3803
8697,David Collins Dr Reserve/David Collins Dr (Endeavour Hills),"-37.992421, 145.269427",3803
8698,David Collins Dr Reserve/David Collins Dr (Endeavour Hills),"-37.992333, 145.268939",3803
8699,Preston Ave/David Collins Dr (Endeavour Hills),"-37.991664, 145.265755",3803
8700,Temby Cl/David Collins Dr (Endeavour Hills),"-37.991705, 145.266073",3803
8701,Robert Molyneux Ave/David Collins Dr (Endeavour Hills),"-37.990022, 145.264393",3803
8702,David Collins Pre School/David Collins Dr (Endeavour Hills),"-37.990069, 145.264586",3803
8703,Preston Ave/Robert Molyneux Ave (Endeavour Hills),"-37.989887, 145.262016",3802
8704,RavenHill Cres/Robert Molyneux Ave (Endeavour Hills),"-37.989544, 145.258939",3802
8705,James Cook Dr/RavenHill Cres (Endeavour Hills),"-37.988346, 145.258363",3802
8706,Southern Cross PS/David Collins Dr (Endeavour Hills),"-37.988867, 145.264295",3803
8707,Narre Warren North Rd/Memorial Dr (Narre Warren North),"-37.987508, 145.314622",3804
8708,Randle Ct/Heatherton Rd (Narre Warren North),"-37.982114, 145.314313",3804
8709,Aonach St/Centre Rd (Clayton),"-37.930143, 145.132399",3171
8710,Rayhur St/First St (Clayton South),"-37.934292, 145.13433",3171
8711,Kombi Rd/Rayhur St (Clayton South),"-37.934993, 145.134768",3171
8712,Westall Station/Rayhur St (Clayton South),"-37.937038, 145.137572",3171
8713,Carrum Station/Station St (Carrum),"-38.077548, 145.123365",3197
8714,Carrum Station/Station St (Carrum),"-38.077802, 145.123427",3197
8715,Carrum Station/Station St (Carrum),"-38.078046, 145.123489",3197
8716,Carrum Station/Station St (Carrum),"-38.078299, 145.12354",3197
8717,Roberts St/Rachelle Rd (Keilor East),"-37.751268, 144.871136",3034
8718,Fawkner Cres/Rachelle Rd (Keilor East),"-37.748959, 144.871554",3033
8719,Dinah Pde/Rachelle Rd (Keilor East),"-37.746714, 144.871948",3033
8720,Lincoln Dr/Rachelle Rd (Keilor East),"-37.744477, 144.872352",3033
8721,Rachelle Rd/Noga Ave (Keilor East),"-37.742339, 144.871721",3033
8722,Paul Ave/Quinn Gr (Keilor East),"-37.74054, 144.869424",3033
8723,Keith Gr/Quinn Gr (Keilor East),"-37.738186, 144.86982",3033
8724,Rachelle Rd/Clarks Rd (Keilor East),"-37.737162, 144.871994",3033
8725,Valley Lake Bvd/Rachelle Rd (Keilor East),"-37.739772, 144.873304",3033
8726,Steele Creek Dr/Valley Lake Bvd (Keilor East),"-37.741978, 144.874705",3033
8727,Knoll Pl/Valley Lake Bvd (Keilor East),"-37.740947, 144.876504",3033
8728,Lakeside Cres/Valley Lake Bvd (Keilor East),"-37.737988, 144.875318",3033
8729,The Avenue/Valley Lake Bvd (Keilor East),"-37.737591, 144.877792",3033
8730,Goble St/The Avenue (Niddrie),"-37.73563, 144.876963",3042
8731,Caroline Springs Station/Christies Rd (Ravenhall),"-37.766285, 144.737424",3023
8732,Hotham Rd/The Avenue (Niddrie),"-37.734116, 144.877505",3042
8733,Goble St/The Avenue (Niddrie),"-37.735169, 144.87743",3042
8734,The Avenue/Valley Lake Bvd (Keilor East),"-37.737661, 144.877699",3033
8735,Lakeside Cres/Valley Lake Bvd (Keilor East),"-37.737544, 144.875683",3033
8736,Lakeside Cres/Valley Lake Bvd (Keilor East),"-37.740294, 144.876273",3033
8737,Station St/Mernda Ave (Bonbeach),"-38.070348, 145.122249",3197
8738,Arete Pl/Valley Lake Bvd (Keilor East),"-37.742062, 144.874373",3033
8739,Valley Lake Bvd/Rachelle Rd (Keilor East),"-37.73958, 144.873151",3033
8740,Clarks Rd/Rachelle Rd (Keilor East),"-37.737657, 144.872445",3033
8741,Fawkner Cres/Rachelle Rd (Keilor East),"-37.748486, 144.871783",3033
8742,Shamrock St/Richardson St (Essendon),"-37.753286, 144.914435",3040
8743,Milleara SC/Amis Cres (Keilor East),"-37.749925, 144.860211",3034
8744,Breeze St/Patterson St (Bonbeach),"-38.067876, 145.122586",3197
8745,Springlake Ave/Bridgewater Tce (Caroline Springs),"-37.747524, 144.733274",3023
8746,Grampians Way/The Parkway (Caroline Springs),"-37.747799, 144.73019",3023
8747,The Parkway Reserve/The Parkway (Caroline Springs),"-37.748669, 144.728132",3023
8748,Cleland Way/The Parkway (Caroline Springs),"-37.745981, 144.728453",3023
8749,The Parkway/Rockbank Middle Rd (Caroline Springs),"-37.744282, 144.72914",3023
8750,Stamford Gr/St Georges Ave (Caroline Springs),"-37.742962, 144.730349",3023
8751,Blenheim Way/St Georges Ave (Caroline Springs),"-37.742767, 144.730514",3023
8752,The Parkway/Rockbank Middle Rd (Caroline Springs),"-37.74449, 144.728725",3023
8753,Cleland Way/The Parkway (Caroline Springs),"-37.745948, 144.728601",3023
8754,Osmond Pl/The Parkway (Caroline Springs),"-37.748562, 144.728215",3023
8755,Warren St/Patterson St (Bonbeach),"-38.06622, 145.122195",3197
8756,Grampians Way/The Parkway (Caroline Springs),"-37.7477, 144.730227",3023
8757,Caroline Springs Bvd/Bridgewater Tce (Caroline Springs),"-37.747373, 144.73337",3023
8758,Berwick Railway Station (Berwick),"-38.038841, 145.344519",3806
8759,Monaco Ave/Cannes Ave (Bonbeach),"-38.063615, 145.123242",3197
8760,Young St/High St (Epping),"-37.642378, 145.026521",3076
8761,Chelsea Baptist Church/Fowler St (Bonbeach),"-38.060931, 145.12616",3197
8762,Mistral Way/Golf Links Dr (Beveridge),"-37.475301, 144.946217",3753
8763,Siren St/Golf Links Dr (Beveridge),"-37.474436, 144.942566",3753
8764,Golf Links Dr/Mandalay Cct (Beveridge),"-37.475387, 144.939735",3753
8765,Liberty Cres/Mandalay Cct (Beveridge),"-37.478974, 144.94027",3753
8766,Broadway/Fowler St (Chelsea),"-38.058622, 145.12492",3197
8767,Centre Rd/Clyde Rd (Berwick),"-38.05119, 145.340195",3806
8768,Centre Rd/Clyde Rd Rd (Berwick),"-38.051552, 145.33972",3806
8769,Cresthaven Bvd/Clyde Rd (Berwick),"-38.063799, 145.337733",3806
8770,Glasscocks Rd/Clyde Rd (Narre Warren South),"-38.073903, 145.335361",3806
8771,Grices Road Recreation Reserve/Berwick-Cranbourne Rd (Clyde North),"-38.075204, 145.335549",3978
8772,Honour Ave/Berwick-Cranbourne Rd (Clyde North),"-38.081522, 145.334368",3978
8773,Glenola Rd/Fowler St (Chelsea),"-38.055831, 145.123407",3197
8774,Thompsons Rd/Berwick-Cranbourne Rd (Cranbourne North),"-38.088681, 145.332677",3978
8775,Hamersley Dr/Berwick-Cranbourne Rd (Clyde North),"-38.092771, 145.331957",3978
8776,Selenium Way/Berwick-Cranbourne Rd (Clyde North),"-38.090494, 145.332807",3978
8777,Plymouth Bvd/Berwick-Cranbourne Rd (Clyde North),"-38.097284, 145.331205",3978
8778,Hamersley Dr/Berwick-Cranbourne Rd (Clyde North),"-38.093991, 145.332203",3978
8779,Plymouth Bvd/Berwick-Cranbourne Rd (Clyde North),"-38.098468, 145.331406",3978
8780,Clydevale Ave/Berwick-Cranbourne Rd (Clyde North),"-38.106606, 145.329533",3978
8781,Chelsea Primary School/Argyle Ave (Chelsea),"-38.054878, 145.12187",3197
8782,Heather Gr/Berwick-Cranbourne Rd (Clyde North),"-38.110011, 145.328794",3978
8783,Clydevale Ave/Berwick-Cranbourne Rd (Clyde North),"-38.106601, 145.329806",3978
8784,Newbridge Bvd/Berwick-Cranbourne Rd (Clyde North),"-38.113597, 145.328164",3978
8785,Heather Gr/Berwick-Cranbourne Rd (Clyde North),"-38.111838, 145.328661",3978
8786,Berwick-Cranbourne Rd/Berwick-Cranbourne Rd (Clyde North),"-38.117998, 145.327083",3978
8787,Newbridge Bvd/Berwick-Cranbourne Rd (Clyde North),"-38.113591, 145.32837",3978
8788,Riverstone Bvd/Grices Rd (Clyde North),"-38.07563, 145.344066",3807
8789,Thelma St/Whatley St (Carrum),"-38.079314, 145.129556",3197
8790,Kemp St/Whatley St (Carrum),"-38.081326, 145.131375",3197
8791,Eel Race Rd/Whatley St (Carrum),"-38.083035, 145.132916",3197
8792,53 Church Rd (Carrum),"-38.081831, 145.13029",3197
8793,25 Church Rd (Carrum),"-38.079646, 145.128328",3197
8794,Carrum Station/McLeod Rd (Carrum),"-38.076086, 145.123767",3197
8795,Station St/Mernda Ave (Bonbeach),"-38.070524, 145.121937",3197
8796,Haldane St/Patterson St (Bonbeach),"-38.067515, 145.122573",3197
8797,Warren St/Patterson St (Bonbeach),"-38.066014, 145.122258",3197
8798,Harry St/Dundas St (Thornbury),"-37.753956, 145.015842",3072
8799,Monaco Ave/Cannes Ave (Bonbeach),"-38.063635, 145.123413",3197
8800,Bondi Rd/Genoa Ave (Bonbeach),"-38.062291, 145.125009",3197
8801,Chelsea Baptist Church/Fowler St (Bonbeach),"-38.061142, 145.126417",3197
8802,Broadway/Fowler St (Chelsea),"-38.058806, 145.125143",3197
8803,Glenola Rd/Fowler St (Chelsea),"-38.055888, 145.123565",3197
8804,Chelsea Primary School/Argyle Ave (Chelsea),"-38.054866, 145.121688",3197
8805,St Josephs Catholic School/Argyle Ave (Chelsea),"-38.055753, 145.119055",3197
8806,Chelsea Railway Station/Station St (Chelsea),"-38.052305, 145.1165",3196
8807,Thompson Rd/Gladesville Bvd (Patterson Lakes),"-38.067264, 145.144807",3197
8808,Nanda Ct/Gladesville Bvd (Patterson Lakes),"-38.065137, 145.144188",3197
8809,Victoria Rd/Dundas St (Preston),"-37.753679, 145.013307",3071
8810,Legana Ct/Gladesville Bvd (Patterson Lakes),"-38.062219, 145.145436",3197
8811,The Parkway/Wells Rd (Patterson Lakes),"-38.054018, 145.144868",3197
8812,Fielding Dr/Wells Rd (Chelsea Heights),"-38.051352, 145.143807",3197
8813,Chelsea Heights PS/Thames Prom (Chelsea Heights),"-38.045032, 145.137346",3196
8814,Elsternwick Station/Horne St (Elsternwick),"-37.885207, 145.000567",3185
8815,Brighton Rd/Glen Huntly Rd (Elsternwick),"-37.883799, 144.997785",3185
8816,202 Hotham St (Elsternwick),"-37.880881, 144.997353",3185
8817,Newcastle St/Dundas St (Preston),"-37.753489, 145.011655",3071
8818,Rippon Lea Estate/Hotham St (Elsternwick),"-37.878806, 144.99775",3185
8819,Glen Eira Rd/Hotham St (St Kilda East),"-37.87665, 144.998138",3183
8820,Hampton Ave/Wright St (Sunshine),"-37.79629, 144.83306",3022
8821,Hampshire Rd/Wright St (Sunshine),"-37.795772, 144.828454",3022
8822,17 Couper-Angus Gr (Sunshine),"-37.798603, 144.823623",3022
8823,Arthur Beachley Reserve/Ardoyne St (Sunshine),"-37.796707, 144.825383",3022
8824,Chapman St/Hampshire Rd (Sunshine),"-37.794414, 144.830526",3022
8825,Tharratt St/Dundas St (Preston),"-37.753139, 145.008532",3071
8826,Leith Ave/Hampshire Rd (Sunshine),"-37.792043, 144.830982",3022
8827,Corio St/Hampshire Rd (Sunshine),"-37.789581, 144.831371",3020
8828,Daylesford Tce/Caroline Springs Bvd (Caroline Springs),"-37.749439, 144.739605",3023
8829,Christ the Priest PS/Caroline Springs Bvd (Caroline Springs),"-37.747558, 144.736882",3023
8830,Brookside Recreation Reserve/Caroline Springs Bvd (Caroline Springs),"-37.745583, 144.735388",3023
8831,Brookside Recreation Reserve/Rockbank Middle Rd (Caroline Springs),"-37.74343, 144.736361",3023
8832,Hughes Ave/Rockbank Middle Rd (Caroline Springs),"-37.744141, 144.738711",3023
8833,Lanaghan Ave/Rockbank Middle Rd (Caroline Springs),"-37.745665, 144.741082",3023
8834,Mockridge Ave/Rockbank Middle Rd (Caroline Springs),"-37.746628, 144.745274",3023
8835,Dowling Ave/Hogans Rd (Hoppers Crossing),"-37.861889, 144.676932",3029
8836,Plenty Rd/Boldrewood Pde (Reservoir),"-37.724064, 145.022835",3073
8837,Whitty St/Monash St (Sunshine),"-37.788847, 144.835095",3022
8838,Servante St/Monash St (Sunshine),"-37.789115, 144.837403",3022
8839,Barnard Ct/Monash St (Sunshine),"-37.789332, 144.839407",3022
8840,Cobrey St/Monash St (Sunshine),"-37.789924, 144.844636",3022
8841,Moama St/South Rd (Braybrook),"-37.790903, 144.848446",3019
8842,Beachley St/South Rd (Braybrook),"-37.791191, 144.850856",3019
8843,Rochester St/South Rd (Braybrook),"-37.791667, 144.85476",3019
8844,Melon St/South Rd (Braybrook),"-37.791965, 144.857227",3019
8845,Dorrington Ave/Plenty Rd (Reservoir),"-37.726154, 145.021701",3073
8846,Central West SC/South Rd (Braybrook),"-37.792451, 144.861188",3019
8847,Ashley St/Essex St (West Footscray),"-37.792005, 144.863903",3012
8848,274 Essex St (West Footscray),"-37.792241, 144.865963",3012
8849,Palmerston St/Essex St (West Footscray),"-37.79254, 144.868589",3012
8850,Richelieu St/Essex St (West Footscray),"-37.792754, 144.870445",3012
8851,Stanley St/Essex St (West Footscray),"-37.793042, 144.872924",3012
8852,Argyle St/Essex St (West Footscray),"-37.793287, 144.875018",3012
8853,Church St/Essex St (West Footscray),"-37.793513, 144.877056",3012
8854,Soudan Rd/Essex St (West Footscray),"-37.794225, 144.879023",3012
8855,Barrett Reserve/Essex St (West Footscray),"-37.7953, 144.881195",3012
8856,Everard St/Essex St (Footscray),"-37.79597, 144.885366",3011
8857,Gordon St/Essex St (Footscray),"-37.796265, 144.888265",3011
8858,Moreland St/Dynon Rd (West Melbourne),"-37.80067, 144.908344",3011
8859,Whitehall St/Hopkins St (Footscray),"-37.800379, 144.905672",3011
8860,Kensington Rd/Dynon Rd (West Melbourne),"-37.801363, 144.914412",3031
8861,330 Dynon Rd (West Melbourne),"-37.801928, 144.919314",3031
8862,Freight Terminal/Dynon Rd (West Melbourne),"-37.802508, 144.924625",3031
8863,Lloyd St/Dynon Rd (West Melbourne),"-37.802853, 144.927829",3031
8864,Radcliffe St/Dynon Rd (West Melbourne),"-37.803557, 144.932023",3031
8865,The Range/Kars St (Frankston),"-38.156733, 145.117194",3199
8866,Frier Ave/Plenty Rd (Reservoir),"-37.730358, 145.01553",3072
8867,Queensberry St/Lygon St (Carlton),"-37.80457, 144.966376",3053
8868,Jones Rd/Hemmings St (Dandenong),"-37.98257, 145.200341",3174
8869,Birdwood Ave/Benga Ave (Dandenong),"-37.980813, 145.199735",3174
8870,Campbell St/Benga Ave (Dandenong),"-37.97889, 145.200124",3174
8871,Rylands Rd/Benga Ave (Dandenong),"-37.976648, 145.200839",3174
8872,Princes Hwy/Gladstone Rd (Dandenong),"-37.974783, 145.203844",3175
8873,St Gerards Catholic School/Gladstone Rd (Dandenong),"-37.97056, 145.204653",3175
8874,Chifley Cres/Gladstone Rd (Dandenong North),"-37.967874, 145.205185",3175
8875,Lyndale Greens PS/Oakwood Ave (Dandenong North),"-37.96554, 145.205196",3174
8876,McColl St/Tyler St (Preston),"-37.731672, 145.019206",3072
8877,Lilac Ave/Oakwood Ave (Dandenong North),"-37.964221, 145.202622",3174
8878,Rose Ave/Oakwood Ave (Dandenong North),"-37.963319, 145.200823",3174
8879,Irving Rd/Oakwood Ave (Dandenong North),"-37.96252, 145.19926",3174
8880,Hampstead Rd/Oakwood Ave (Noble Park North),"-37.960762, 145.195114",3174
8881,Oakwood Park Primary School/Oakwood Ave (Noble Park North),"-37.960394, 145.192266",3174
8882,Coolavin Rd/Elonera Rd (Noble Park North),"-37.957769, 145.191465",3174
8883,Halton Rd/Jacksons Rd (Noble Park North),"-37.955017, 145.190668",3174
8884,Lower Terrace Cres/Jacksons Rd (Noble Park North),"-37.952401, 145.191142",3170
8885,Silverton Primary School/Jacksons Rd (Noble Park North),"-37.949681, 145.191778",3170
8886,W J Turner Reserve/Jacksons Rd (Noble Park North),"-37.948006, 145.191864",3170
8887,Antoinette Bvd/Main Rd (Eltham),"-37.730437, 145.144837",3095
8888,Donald St/Tyler St (Preston),"-37.732068, 145.022894",3072
8889,Eagle Dr/Jacksons Rd (Noble Park North),"-37.945605, 145.191639",3170
8890,Ahern St/Jacksons Rd (Noble Park North),"-37.943978, 145.191929",3170
8891,Manning Dr/Jacksons Rd (Noble Park North),"-37.941319, 145.192449",3170
8892,Police Rd/Jacksons Rd (Noble Park North),"-37.938589, 145.192482",3170
8893,Southern Reserve/Police Rd (Springvale),"-37.935612, 145.175954",3170
8894,Albany Dr/Police Rd (Springvale),"-37.935172, 145.172574",3170
8895,Wellington Sec Col/Police Rd (Springvale),"-37.934884, 145.17026",3170
8896,Macedonian Orthodox Church/Tyler St (Preston),"-37.732208, 145.024275",3072
8897,Victoria Ave/Windsor Ave (Springvale),"-37.951438, 145.147736",3171
8898,Princess Ave/Windsor Ave (Springvale),"-37.951024, 145.144366",3171
8899,St James Ave/Regent Ave (Springvale),"-37.952917, 145.143271",3171
8900,Heather St/Regent Ave (Springvale),"-37.955909, 145.142707",3171
8901,Bournemouth Ave/Donald St (Springvale),"-37.958441, 145.142085",3171
8902,Heatherton Rd/Gavan Dr (Springvale),"-37.960652, 145.141164",3172
8903,821 Heatherton Rd (Springvale),"-37.9614, 145.144594",3172
8904,Bartley Pl/Spring Rd (Springvale South),"-37.962842, 145.145708",3172
8905,Springfield Cl/Spring Rd (Springvale South),"-37.964033, 145.144107",3172
8906,Laurel St/Tyler St (Preston),"-37.732632, 145.028054",3072
8907,Preston North East PS/Laurel St (Preston),"-37.734227, 145.028613",3081
8908,Whitehorse Rd/Dorking Rd (Box Hill),"-37.818323, 145.130631",3129
8909,45 Dorking Rd (Box Hill),"-37.815835, 145.131171",3129
8910,Medway St/Dorking Rd (Box Hill North),"-37.812519, 145.131777",3129
8911,Tyne St/Dorking Rd (Box Hill North),"-37.810866, 145.13208",3129
8912,Wimmera St/Dorking Rd (Box Hill),"-37.80879, 145.132462",3129
8913,Trawool St/Dorking Rd (Box Hill North),"-37.806374, 145.132954",3129
8914,Wood St/Laurel St (Preston),"-37.735724, 145.028641",3081
8915,Alan St/Dorking Rd (Box Hill),"-37.804316, 145.133335",3129
8916,Woodhouse Gr/Dorking Rd (Box Hill North),"-37.80278, 145.133647",3129
8917,Greens Rd/Hammond Rd (Dandenong South),"-38.014168, 145.205788",3175
8918,351 Hammond Rd (Dandenong South),"-38.018308, 145.204889",3175
8919,Brooks Dr/Hammond Rd (Dandenong South),"-38.021992, 145.204162",3175
8920,Quality Dr/Hammond Rd (Dandenong South),"-38.02661, 145.203229",3175
8921,Mickle St/Hammond Rd (Dandenong South),"-38.029512, 145.202656",3175
8922,Superior Dr/Hammond Rd (Dandenong South),"-38.031606, 145.202263",3175
8923,Swift Way/Hammond Rd (Dandenong South),"-38.034894, 145.201613",3175
8924,Gallery Ave/Arnolds Creek Bvd (Melton West),"-37.670371, 144.55055",3337
8925,Eastern Sward Golf Course/Worsley Rd (Bangholme),"-38.064523, 145.182149",3175
8926,CFA Training/Worsley Rd (Bangholme),"-38.069773, 145.179602",3175
8927,Patterson Lakes Tennis Club/Thompson Rd (Carrum Downs),"-38.067584, 145.155411",3197
8928,Illawong Ret Village/Gladesville Bvd (Patterson Lakes),"-38.068657, 145.145706",3197
8929,Patterson Lakes PS/Gladesville Bvd (Patterson Lakes),"-38.070309, 145.145893",3197
8930,Chowne St/Derrick St (Lalor),"-37.671126, 145.018459",3075
8931,Gratwick St/Station St (Lalor),"-37.669234, 145.016366",3075
8932,Dorking Rd/Roselea St (Box Hill North),"-37.802185, 145.134195",3129
8933,Partridge St/Station St (Lalor),"-37.66261, 145.018504",3075
8934,Chifley St/Station St (Lalor),"-37.660954, 145.020192",3075
8935,Station St/Childs Rd (Epping),"-37.659912, 145.022033",3075
8936,Supply Dr/Childs Rd (Epping),"-37.66038, 145.026317",3075
8937,Midway Cres/Childs Rd (Epping),"-37.660633, 145.029031",3075
8938,Mindoro Cres/Childs Rd (Epping),"-37.660863, 145.032006",3075
8939,Lalor North Secondary College/Childs Rd (Epping),"-37.661202, 145.035058",3075
8940,Second Ave/Heathfield Rise (Box Hill North),"-37.802819, 145.138427",3129
8941,Prince Of Wales Ave/Childs Rd (Mill Park),"-37.662306, 145.045617",3032
8942,Crampton Cres/Childs Rd (Mill Park),"-37.662328, 145.049119",3032
8943,Morang Dr/Childs Rd (Mill Park),"-37.662195, 145.052558",3032
8944,St Francis Of Assisi PS/Childs Rd (Mill Park),"-37.665383, 145.058404",3032
8945,Mill Park Stables SC/Childs Rd (Mill Park),"-37.667267, 145.060055",3032
8946,Mill Park Stables SC/Childs Rd (Mill Park),"-37.668293, 145.061616",3032
8947,Dr Harry Jenkins Reserve/386 Childs Rd (Mill Park),"-37.669416, 145.064693",3082
8948,Plenty Rd/Childs Rd (Mill Park),"-37.670096, 145.069358",3032
8949,Blossom Park Dr/Plenty Rd (Mill Park),"-37.671243, 145.071153",3032
8950,Mayfield Dr/Plenty Rd (Mill Park),"-37.673812, 145.070656",3032
8951,Viewgrand Dr/Grices Rd (Berwick),"-38.075524, 145.34416",3807
8952,Bonnington Bvd/Grices Rd (Clyde North),"-38.076408, 145.348746",3807
8953,St Josephs Catholic School/Argyle Ave (Chelsea),"-38.055962, 145.11864",3197
8954,Kirrabilli Pde/Grices Rd (Berwick),"-38.076383, 145.349544",3807
8955,Macumba Dr/Grices Rd (Clyde North),"-38.07703, 145.353269",3807
8956,Leisurewood Dr/Grices Rd (Berwick),"-38.077025, 145.354774",3807
8957,Como Pde/Grices Rd (Clyde North),"-38.077691, 145.360528",3807
8958,Como Pde/Grices Rd (Berwick),"-38.07751, 145.360498",3807
8959,Grices Rd/Soldiers Rd (Clyde North),"-38.078622, 145.363369",3807
8960,Grices Rd/Soldiers Rd (Clyde North),"-38.078679, 145.363562",3807
8961,Viewbright Rd/Soldiers Rd (Clyde North),"-38.080948, 145.362781",3807
8962,Soldiers Rd/Skylark Bvd (Clyde North),"-38.081674, 145.363734",3807
8963,Belcam Cct/Skylark Bvd (Clyde North),"-38.081839, 145.36527",3807
8964,Claret Ash Bvd/Arnolds Creek Bvd (Melton West),"-37.667761, 144.548539",3337
8965,Belcam Cct/Skylark Bvd (Clyde North),"-38.081361, 145.366546",3807
